frame,behavior,behavior_label
1,2,rearing
2,2,rearing
3,2,rearing
4,2,rearing
5,2,rearing
6,2,rearing
7,2,rearing
8,2,rearing
9,2,rearing
10,2,rearing
11,2,rearing
12,2,rearing
13,2,rearing
14,2,rearing
15,2,rearing
16,2,rearing
17,2,rearing
18,2,rearing
19,2,rearing
20,2,rearing
21,2,rearing
22,2,rearing
23,2,rearing
24,2,rearing
25,2,rearing
26,2,rearing
27,2,rearing
28,2,rearing
29,2,rearing
30,2,rearing
31,2,rearing
32,2,rearing
33,2,rearing
34,2,rearing
35,2,rearing
36,2,rearing
37,1,walking
38,1,walking
39,1,walking
40,1,walking
41,1,walking
42,1,walking
43,1,walking
44,1,walking
45,1,walking
46,1,walking
47,1,walking
48,1,walking
49,1,walking
50,1,walking
51,1,walking
52,1,walking
53,1,walking
54,1,walking
55,1,walking
56,1,walking
57,1,walking
58,1,walking
59,1,walking
60,1,walking
61,1,walking
62,1,walking
63,1,walking
64,1,walking
65,1,walking
66,1,walking
67,1,walking
68,1,walking
69,1,walking
70,1,walking
71,1,walking
72,1,walking
73,1,walking
74,1,walking
75,1,walking
76,1,walking
77,1,walking
78,1,walking
79,1,walking
80,1,walking
81,1,walking
82,1,walking
83,1,walking
84,1,walking
85,1,walking
86,1,walking
87,1,walking
88,1,walking
89,1,walking
90,1,walking
91,1,walking
92,1,walking
93,1,walking
94,1,walking
95,1,walking
96,1,walking
97,1,walking
98,1,walking
99,1,walking
100,1,walking
101,1,walking
102,1,walking
103,1,walking
104,1,walking
105,1,walking
106,1,walking
107,1,walking
108,1,walking
109,1,walking
110,1,walking
111,1,walking
112,1,walking
113,1,walking
114,1,walking
115,1,walking
116,1,walking
117,1,walking
118,1,walking
119,1,walking
120,1,walking
121,1,walking
122,1,walking
123,1,walking
124,1,walking
125,1,walking
126,1,walking
127,1,walking
128,1,walking
129,1,walking
130,1,walking
131,1,walking
132,1,walking
133,1,walking
134,1,walking
135,1,walking
136,1,walking
137,1,walking
138,1,walking
139,1,walking
140,1,walking
141,1,walking
142,1,walking
143,1,walking
144,1,walking
145,1,walking
146,1,walking
147,1,walking
148,1,walking
149,1,walking
150,1,walking
151,1,walking
152,1,walking
153,1,walking
154,1,walking
155,1,walking
156,1,walking
157,1,walking
158,1,walking
159,1,walking
160,1,walking
161,1,walking
162,1,walking
163,1,walking
164,1,walking
165,1,walking
166,1,walking
167,1,walking
168,1,walking
169,1,walking
170,1,walking
171,1,walking
172,1,walking
173,1,walking
174,1,walking
175,1,walking
176,1,walking
177,1,walking
178,1,walking
179,1,walking
180,1,walking
181,1,walking
182,1,walking
183,1,walking
184,1,walking
185,1,walking
186,1,walking
187,2,rearing
188,2,rearing
189,2,rearing
190,2,rearing
191,2,rearing
192,2,rearing
193,2,rearing
194,2,rearing
195,2,rearing
196,2,rearing
197,2,rearing
198,2,rearing
199,2,rearing
200,2,rearing
201,2,rearing
202,2,rearing
203,2,rearing
204,2,rearing
205,2,rearing
206,2,rearing
207,2,rearing
208,2,rearing
209,2,rearing
210,2,rearing
211,2,rearing
212,2,rearing
213,2,rearing
214,2,rearing
215,2,rearing
216,2,rearing
217,2,rearing
218,2,rearing
219,2,rearing
220,2,rearing
221,2,rearing
222,2,rearing
223,2,rearing
224,2,rearing
225,2,rearing
226,2,rearing
227,2,rearing
228,2,rearing
229,2,rearing
230,2,rearing
231,2,rearing
