frame,behavior,behavior_label
1,1,walking
2,1,walking
3,1,walking
4,1,walking
5,1,walking
6,1,walking
7,1,walking
8,1,walking
9,1,walking
10,1,walking
11,1,walking
12,1,walking
13,1,walking
14,1,walking
15,1,walking
16,1,walking
17,1,walking
18,1,walking
19,1,walking
20,1,walking
21,1,walking
22,1,walking
23,1,walking
24,1,walking
25,1,walking
26,1,walking
27,1,walking
28,1,walking
29,1,walking
30,1,walking
31,1,walking
32,1,walking
33,1,walking
34,1,walking
35,1,walking
36,1,walking
37,1,walking
38,1,walking
39,1,walking
40,1,walking
41,1,walking
42,1,walking
43,1,walking
44,1,walking
45,1,walking
46,1,walking
47,1,walking
48,1,walking
49,1,walking
50,1,walking
51,1,walking
52,1,walking
53,1,walking
54,1,walking
55,2,rearing
56,2,rearing
57,2,rearing
58,2,rearing
59,2,rearing
60,2,rearing
61,2,rearing
62,2,rearing
63,2,rearing
64,2,rearing
65,2,rearing
66,2,rearing
67,2,rearing
68,2,rearing
69,2,rearing
70,2,rearing
71,2,rearing
72,2,rearing
73,2,rearing
74,2,rearing
75,2,rearing
76,2,rearing
77,2,rearing
78,2,rearing
79,2,rearing
80,2,rearing
81,2,rearing
82,2,rearing
83,2,rearing
84,2,rearing
85,2,rearing
86,2,rearing
87,2,rearing
88,2,rearing
89,2,rearing
90,2,rearing
91,2,rearing
92,2,rearing
93,2,rearing
94,2,rearing
95,2,rearing
96,2,rearing
97,2,rearing
98,2,rearing
99,2,rearing
100,2,rearing
101,2,rearing
102,2,rearing
103,2,rearing
104,2,rearing
105,2,rearing
106,2,rearing
107,2,rearing
108,2,rearing
109,2,rearing
110,2,rearing
111,2,rearing
112,2,rearing
113,2,rearing
114,2,rearing
115,2,rearing
116,2,rearing
117,2,rearing
118,2,rearing
119,2,rearing
120,2,rearing
121,1,walking
122,1,walking
123,1,walking
124,1,walking
125,1,walking
126,1,walking
127,1,walking
128,1,walking
129,1,walking
130,1,walking
131,1,walking
132,1,walking
133,1,walking
134,1,walking
135,1,walking
136,1,walking
137,1,walking
138,1,walking
139,1,walking
140,1,walking
141,1,walking
142,1,walking
143,1,walking
144,1,walking
145,1,walking
146,1,walking
147,1,walking
148,1,walking
149,1,walking
150,1,walking
151,1,walking
152,1,walking
153,1,walking
154,1,walking
155,1,walking
156,1,walking
157,1,walking
158,1,walking
159,1,walking
160,1,walking
161,1,walking
162,1,walking
163,1,walking
