frame,behavior,behavior_label
1,1,walking
2,1,walking
3,1,walking
4,1,walking
5,1,walking
6,1,walking
7,1,walking
8,1,walking
9,1,walking
10,1,walking
11,1,walking
12,1,walking
13,1,walking
14,1,walking
15,1,walking
16,1,walking
17,1,walking
18,1,walking
19,1,walking
20,1,walking
21,1,walking
22,1,walking
23,1,walking
24,1,walking
25,1,walking
26,1,walking
27,1,walking
28,1,walking
29,1,walking
30,1,walking
31,1,walking
32,1,walking
33,1,walking
34,1,walking
35,1,walking
36,1,walking
37,0,still
38,0,still
39,0,still
40,0,still
41,0,still
42,0,still
43,0,still
44,0,still
45,0,still
46,0,still
47,0,still
48,0,still
49,0,still
50,0,still
51,0,still
52,0,still
53,0,still
54,0,still
55,0,still
56,0,still
57,0,still
58,0,still
59,0,still
60,0,still
61,0,still
62,0,still
63,0,still
64,0,still
65,0,still
66,0,still
67,0,still
68,0,still
69,0,still
70,0,still
71,0,still
72,0,still
73,1,walking
74,1,walking
75,1,walking
76,1,walking
77,1,walking
78,1,walking
79,1,walking
80,1,walking
81,1,walking
82,1,walking
83,1,walking
84,1,walking
85,1,walking
86,1,walking
87,1,walking
88,1,walking
89,1,walking
90,1,walking
91,3,grooming
92,3,grooming
93,3,grooming
94,3,grooming
95,3,grooming
96,3,grooming
97,3,grooming
98,3,grooming
99,3,grooming
100,3,grooming
101,3,grooming
102,3,grooming
103,4,licking hindpaw L
104,4,licking hindpaw L
105,4,licking hindpaw L
106,4,licking hindpaw L
107,4,licking hindpaw L
108,4,licking hindpaw L
109,4,licking hindpaw L
110,4,licking hindpaw L
111,4,licking hindpaw L
112,4,licking hindpaw L
113,4,licking hindpaw L
114,4,licking hindpaw L
115,4,licking hindpaw L
116,4,licking hindpaw L
117,4,licking hindpaw L
118,4,licking hindpaw L
119,4,licking hindpaw L
120,4,licking hindpaw L
121,4,licking hindpaw L
122,4,licking hindpaw L
123,4,licking hindpaw L
124,4,licking hindpaw L
125,4,licking hindpaw L
126,4,licking hindpaw L
127,1,walking
128,1,walking
129,1,walking
130,1,walking
131,1,walking
132,1,walking
133,1,walking
134,1,walking
135,1,walking
136,1,walking
137,1,walking
138,1,walking
139,1,walking
140,1,walking
141,1,walking
142,1,walking
143,1,walking
144,1,walking
145,1,walking
146,1,walking
147,1,walking
148,1,walking
149,1,walking
150,1,walking
151,1,walking
152,1,walking
153,1,walking
154,1,walking
155,1,walking
156,1,walking
