Group,Condition,Time Group,Behavior,Fraction Time,Bouts per Minute,Mean Bout Duration (s)
Combined,1Per Formalin,0-10 min,1,0.44,19.818181818181817,1.3321100917431192
Combined,1Per Formalin,0-10 min,2,0.27893939393939393,15.454545454545455,1.082941176470588
Combined,1Per Formalin,0-10 min,0,0.12833333333333333,14.090909090909092,0.5464516129032259
Combined,1Per Formalin,0-10 min,3,0.1206060606060606,10.0,0.7236363636363637
Combined,1Per Formalin,0-10 min,4,0.030454545454545453,1.3636363636363635,1.34
Combined,1Per Formalin,0-10 min,5,0.0016666666666666668,0.36363636363636365,0.275
Combined,1Per Formalin,11-30 min,1,0.3354385964912281,22.42105263157895,0.8976525821596244
Combined,1Per Formalin,11-30 min,2,0.34421052631578947,20.63157894736842,1.0010204081632652
Combined,1Per Formalin,11-30 min,3,0.1764035087719298,13.105263157894736,0.8076305220883534
Combined,1Per Formalin,11-30 min,0,0.135,13.736842105263158,0.5896551724137932
Combined,1Per Formalin,11-30 min,4,0.008508771929824561,0.2631578947368421,1.9400000000000002
Combined,1Per Formalin,11-30 min,5,0.0004385964912280702,0.10526315789473684,0.25
