Group,Condition,Time Group,Behavior,Behavior Label,Fraction Time,Bouts per Minute,Mean Bout Duration (s)
Combined,1Per Formalin,0-10 min,1,walking,0.3440909090909091,17.90909090909091,1.1527918781725888
Combined,1Per Formalin,0-10 min,0,still,0.40954545454545455,18.454545454545453,1.331527093596059
Combined,1Per Formalin,0-10 min,4,licking hindpaw L,0.06636363636363636,1.5454545454545454,2.5764705882352943
Combined,1Per Formalin,0-10 min,2,rearing,0.0696969696969697,4.2727272727272725,0.9787234042553191
Combined,1Per Formalin,0-10 min,3,grooming,0.1103030303030303,3.090909090909091,2.1411764705882352
Combined,1Per Formalin,11-30 min,2,rearing,0.10526315789473684,5.2105263157894735,1.2121212121212122
Combined,1Per Formalin,11-30 min,3,grooming,0.09859649122807018,2.263157894736842,2.613953488372093
Combined,1Per Formalin,11-30 min,0,still,0.4835964912280702,18.263157894736842,1.5887608069164265
Combined,1Per Formalin,11-30 min,1,walking,0.28657894736842104,18.842105263157894,0.9125698324022345
Combined,1Per Formalin,11-30 min,4,licking hindpaw L,0.025964912280701753,0.47368421052631576,3.288888888888889
