Group,Condition,Time Group,Behavior,Behavior Label,Fraction Time,Bouts per Minute,Mean Bout Duration (s)
Combined,5Per Formalin,0-10 min,1,walking,0.4065151515151515,19.181818181818183,1.271563981042654
Combined,5Per Formalin,0-10 min,3,grooming,0.0809090909090909,1.9090909090909092,2.542857142857143
Combined,5Per Formalin,0-10 min,0,still,0.32681818181818184,17.272727272727273,1.135263157894737
Combined,5Per Formalin,0-10 min,2,rearing,0.1112121212121212,4.818181818181818,1.3849056603773586
Combined,5Per Formalin,0-10 min,4,licking hindpaw L,0.07454545454545454,2.272727272727273,1.968
Combined,5Per Formalin,11-30 min,1,walking,0.32219298245614036,22.210526315789473,0.8703791469194313
Combined,5Per Formalin,11-30 min,0,still,0.3930701754385965,18.842105263157894,1.2516759776536313
Combined,5Per Formalin,11-30 min,2,rearing,0.20894736842105263,9.68421052631579,1.2945652173913045
Combined,5Per Formalin,11-30 min,4,licking hindpaw L,0.03807017543859649,1.105263157894737,2.066666666666667
Combined,5Per Formalin,11-30 min,3,grooming,0.037719298245614034,2.0526315789473686,1.1025641025641026
