Group,Condition,Time Group,Behavior,Behavior Label,Fraction Time,Bouts per Minute,Mean Bout Duration (s)
Combined,1Per Formalin,0-10 min,2,rearing,0.2628787878787879,11.454545454545455,1.376984126984127
Combined,1Per Formalin,0-10 min,3,grooming,0.2203030303030303,7.545454545454546,1.7518072289156628
Combined,1Per Formalin,0-10 min,1,walking,0.26590909090909093,16.636363636363637,0.9590163934426229
Combined,1Per Formalin,0-10 min,0,still,0.20257575757575758,12.545454545454545,0.9688405797101449
Combined,1Per Formalin,0-10 min,4,licking hindpaw L,0.04833333333333333,1.2727272727272727,2.278571428571429
Combined,1Per Formalin,11-30 min,2,rearing,0.3356140350877193,13.526315789473685,1.4887159533073928
Combined,1Per Formalin,11-30 min,1,walking,0.21394736842105264,14.157894736842104,0.9066914498141264
Combined,1Per Formalin,11-30 min,0,still,0.17491228070175438,11.473684210526315,0.9146788990825688
Combined,1Per Formalin,11-30 min,3,grooming,0.2580701754385965,9.157894736842104,1.6908045977011494
Combined,1Per Formalin,11-30 min,5,licking hindpaw R,0.0012280701754385965,0.05263157894736842,1.4
Combined,1Per Formalin,11-30 min,4,licking hindpaw L,0.016228070175438595,0.5789473684210527,1.6818181818181819
