Group,Condition,Time Group,Behavior,Behavior Label,Fraction Time,Bouts per Minute,Mean Bout Duration (s)
Combined,5Per Formalin,0-10 min,1,walking,0.3524242424242424,21.636363636363637,0.9773109243697479
Combined,5Per Formalin,0-10 min,0,still,0.49287878787878786,21.545454545454547,1.3725738396624472
Combined,5Per Formalin,0-10 min,2,rearing,0.03939393939393939,2.727272727272727,0.8666666666666667
Combined,5Per Formalin,0-10 min,4,licking hindpaw L,0.04242424242424243,2.3636363636363638,1.0769230769230769
Combined,5Per Formalin,0-10 min,3,grooming,0.07287878787878788,1.6363636363636365,2.6722222222222225
Combined,5Per Formalin,11-30 min,0,still,0.43350877192982457,17.263157894736842,1.5067073170731708
Combined,5Per Formalin,11-30 min,1,walking,0.23587719298245613,16.36842105263158,0.8646302250803859
Combined,5Per Formalin,11-30 min,2,rearing,0.03464912280701754,2.0526315789473686,1.0128205128205128
Combined,5Per Formalin,11-30 min,3,grooming,0.17,5.315789473684211,1.918811881188119
Combined,5Per Formalin,11-30 min,5,licking hindpaw R,0.0007894736842105263,0.10526315789473684,0.45
Combined,5Per Formalin,11-30 min,4,licking hindpaw L,0.12517543859649122,3.0,2.5035087719298246
