Group,Condition,Time Group,Behavior,Behavior Label,Fraction Time,Bouts per Minute,Mean Bout Duration (s)
Combined,1Per Formalin,0-10 min,1,walking,0.5621212121212121,22.09090909090909,1.5267489711934157
Combined,1Per Formalin,0-10 min,3,grooming,0.05621212121212121,3.6363636363636362,0.9275
Combined,1Per Formalin,0-10 min,0,still,0.22787878787878788,18.363636363636363,0.7445544554455445
Combined,1Per Formalin,0-10 min,4,licking hindpaw L,0.03303030303030303,1.7272727272727273,1.1473684210526316
Combined,1Per Formalin,0-10 min,2,rearing,0.12075757575757576,5.818181818181818,1.2453125
Combined,1Per Formalin,11-30 min,2,rearing,0.26473684210526316,12.105263157894736,1.3121739130434782
Combined,1Per Formalin,11-30 min,0,still,0.27710526315789474,20.05263157894737,0.8291338582677166
Combined,1Per Formalin,11-30 min,1,walking,0.3500877192982456,22.0,0.9547846889952153
Combined,1Per Formalin,11-30 min,3,grooming,0.10008771929824561,6.368421052631579,0.9429752066115703
Combined,1Per Formalin,11-30 min,4,licking hindpaw L,0.0078070175438596495,0.15789473684210525,2.966666666666667
Combined,1Per Formalin,11-30 min,5,licking hindpaw R,0.00017543859649122806,0.05263157894736842,0.2
