Group,Condition,Time Group,Behavior,Behavior Label,Fraction Time,Bouts per Minute,Mean Bout Duration (s)
Combined,5Per Formalin,0-10 min,1,walking,0.3054545454545455,15.727272727272727,1.1653179190751444
Combined,5Per Formalin,0-10 min,0,still,0.36727272727272725,16.181818181818183,1.3617977528089888
Combined,5Per Formalin,0-10 min,2,rearing,0.04409090909090909,2.1818181818181817,1.2125
Combined,5Per Formalin,0-10 min,4,licking hindpaw L,0.09075757575757576,4.636363636363637,1.1745098039215687
Combined,5Per Formalin,0-10 min,3,grooming,0.19242424242424241,4.818181818181818,2.3962264150943398
Combined,5Per Formalin,11-30 min,0,still,0.43964912280701757,15.0,1.75859649122807
Combined,5Per Formalin,11-30 min,1,walking,0.2598245614035088,15.105263157894736,1.0320557491289197
Combined,5Per Formalin,11-30 min,2,rearing,0.06271929824561404,3.1052631578947367,1.2118644067796611
Combined,5Per Formalin,11-30 min,3,grooming,0.13473684210526315,4.473684210526316,1.8070588235294118
Combined,5Per Formalin,11-30 min,4,licking hindpaw L,0.10307017543859649,2.6842105263157894,2.3039215686274512
